-0.399309	-0.186542	-0.020447	-0.007889	0.610642	-0.652582	0.003410	0.032060	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000
-0.333721	-0.370917	-0.030442	0.006269	0.584805	-0.479623	0.014541	0.031740	3.292320	-9.462382	-0.495763	0.697334	-1.310121	8.449669	0.550704	-0.010492
-0.268384	-0.573307	-0.039684	0.018927	0.558387	-0.333521	0.024738	0.031946	3.256014	-10.322279	-0.448282	0.607235	-1.308724	6.839997	0.492881	0.017847
-0.202596	-0.789254	-0.047683	0.029263	0.535984	-0.232217	0.033319	0.032819	3.318315	-10.930557	-0.383395	0.485404	-1.028980	4.424401	0.406266	0.052727
-0.131457	-1.012390	-0.054375	0.037067	0.524094	-0.185013	0.039994	0.034455	3.664915	-11.201562	-0.318682	0.358815	-0.425771	1.663920	0.309285	0.091673
-0.048057	-1.235132	-0.059853	0.042464	0.527603	-0.191629	0.044735	0.036850	4.368377	-11.080959	-0.259459	0.241299	0.385672	-0.966708	0.213340	0.128462
0.054337	-1.448864	-0.064223	0.045733	0.547418	-0.243192	0.047619	0.039775	5.392033	-10.515424	-0.205207	0.138817	1.177704	-3.054081	0.121416	0.150281
0.179741	-1.643685	-0.067552	0.047197	0.577746	-0.323186	0.048707	0.042724	6.564215	-9.437294	-0.153633	0.052671	1.577768	-4.223822	0.032357	0.143934
0.326589	-1.808428	-0.069853	0.047159	0.604304	-0.408837	0.048145	0.045128	7.572577	-7.788168	-0.102077	-0.019021	1.163782	-4.197681	-0.046780	0.110556
0.486263	-1.931614	-0.071081	0.045858	0.608434	-0.476591	0.046387	0.046675	8.066176	-5.572035	-0.047438	-0.079642	-0.180358	-3.038222	-0.098530	0.066066
0.645368	-2.003399	-0.071130	0.043465	0.576981	-0.510474	0.044197	0.047361	7.858393	-2.896926	0.013098	-0.132335	-2.055688	-1.216034	-0.109569	0.024276
0.790072	-2.017320	-0.069891	0.040141	0.508249	-0.506061	0.042418	0.047356	6.975898	0.051427	0.078469	-0.176683	-3.869764	0.683716	-0.078795	-0.007248
0.908845	-1.971176	-0.067340	0.036096	0.410449	-0.469284	0.041799	0.046963	5.555188	3.054392	0.143617	-0.209682	-5.174494	2.172432	-0.012427	-0.022198
0.993558	-1.867107	-0.063578	0.031608	0.297552	-0.413918	0.042875	0.046555	3.773212	5.898336	0.202124	-0.227971	-5.735819	2.892215	0.077146	-0.018247
1.039606	-1.711128	-0.058827	0.027003	0.184810	-0.358193	0.045846	0.046490	1.803339	8.396587	0.248096	-0.229643	-5.547025	2.671238	0.171945	0.003070
1.045755	-1.512651	-0.053402	0.022609	0.084823	-0.320621	0.050515	0.047058	-0.185377	10.383665	0.277507	-0.215107	-4.777499	1.544293	0.251910	0.037602
1.014290	-1.284309	-0.047662	0.018724	0.005876	-0.316956	0.056320	0.048371	-2.015306	11.698791	0.288526	-0.186190	-3.650421	-0.322692	0.299794	0.074565
0.950989	-1.041990	-0.041990	0.015605	-0.048351	-0.358161	0.062483	0.050263	-3.513640	12.178700	0.280428	-0.144914	-2.397240	-2.665422	0.307785	0.099893
0.865070	-0.804670	-0.036757	0.013456	-0.078388	-0.448500	0.068357	0.052427	-4.507010	11.674876	0.253910	-0.094342	-1.214864	-5.127866	0.287618	0.110043
0.769306	-0.593282	-0.032307	0.012382	-0.086879	-0.584759	0.073741	0.054710	-4.818778	10.113362	0.210708	-0.040207	-0.170660	-7.340515	0.263665	0.115757
0.678932	-0.427755	-0.028925	0.012322	-0.075233	-0.757820	0.078833	0.057220	-4.355044	7.594817	0.154415	0.008553	0.837544	-9.040924	0.252916	0.129732
0.608044	-0.322266	-0.026755	0.013051	-0.041645	-0.955490	0.083890	0.060153	-3.229698	4.471710	0.093257	0.044630	1.976645	-10.109691	0.253153	0.152625
0.565458	-0.280791	-0.025719	0.014344	0.018035	-1.164610	0.088891	0.063501	-1.748223	1.294900	0.039054	0.070869	3.338983	-10.515834	0.247780	0.171255
