-0.021485	0.128404	0.123605	0.983754	0.000000	0.000000	0.000000	-0.094327	0.399309	-0.231812	0.186542	-0.020447	-0.007889	-0.065085	-0.610642	-0.128646	0.652582	0.003410	0.032060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.022613	0.127008	0.131055	0.982946	-0.019821	-0.051269	0.545235	-0.054370	0.333721	-0.184653	0.370917	-0.030442	0.006269	-0.051468	-0.584805	-0.129559	0.479623	0.014541	0.031740	1.988531	-3.292320	2.304942	9.462382	-0.495763	0.697334	0.692166	1.310121	-0.049622	-8.449669	0.550704	-0.010492
-0.022671	0.128449	0.131264	0.982729	0.027417	0.197167	-0.168006	-0.017322	0.268384	-0.145055	0.573307	-0.039684	0.018927	-0.037507	-0.558387	-0.130701	0.333521	0.024738	0.031946	1.784931	-3.256014	1.848997	10.322279	-0.448282	0.607235	0.689916	1.308724	-0.065452	-6.839997	0.492881	0.017847
-0.022001	0.130103	0.126738	0.983121	0.028084	0.149771	-0.480384	0.011126	0.202596	-0.117876	0.789254	-0.047683	0.029263	-0.026167	-0.535984	-0.134026	0.232217	0.033319	0.032819	1.274058	-3.318315	1.183121	10.930557	-0.383395	0.485404	0.507374	1.028980	-0.213482	-4.424401	0.406266	0.052727
-0.021255	0.130749	0.121843	0.983670	0.012338	0.010656	-0.510297	0.024872	0.131457	-0.105399	1.012390	-0.054375	0.037067	-0.021887	-0.524094	-0.142057	0.185013	0.039994	0.034455	0.472344	-3.664915	0.436865	11.201562	-0.318682	0.358815	0.097944	0.425771	-0.466020	-1.663920	0.309285	0.091673
-0.020388	0.130135	0.116309	0.984440	0.003639	-0.091197	-0.584008	0.020430	0.048057	-0.106908	1.235132	-0.059853	0.042464	-0.028577	-0.527603	-0.153898	0.191629	0.044735	0.036850	-0.453825	-4.368377	-0.232844	11.080959	-0.259459	0.241299	-0.488902	-0.385672	-0.614950	0.966708	0.213340	0.128462
-0.019332	0.129845	0.109526	0.985277	0.014396	-0.026892	-0.739072	-0.000801	-0.054337	-0.118441	1.448864	-0.064223	0.045733	-0.047627	-0.547418	-0.164284	0.243192	0.047619	0.039775	-1.240789	-5.392033	-0.665676	10.515424	-0.205207	0.138817	-1.099440	-1.177704	-0.458377	3.054081	0.121416	0.150281
-0.017910	0.132312	0.100045	0.985984	0.058432	0.416450	-1.011973	-0.032211	-0.179741	-0.133470	1.643685	-0.067552	0.047197	-0.075808	-0.577746	-0.167178	0.323186	0.048707	0.042724	-1.641026	-6.564215	-0.748126	9.437294	-0.153633	0.052671	-1.482352	-1.577768	-0.025760	4.223822	0.032357	0.143934
-0.015842	0.140006	0.085771	0.986301	0.079474	0.751988	-1.593342	-0.064381	-0.326589	-0.144376	1.808428	-0.069853	0.047159	-0.105458	-0.604304	-0.160255	0.408837	0.048145	0.045128	-1.558631	-7.572577	-0.446480	7.788168	-0.102077	-0.019021	-1.445524	-1.163782	0.467631	4.197681	-0.046780	0.110556
-0.013035	0.149813	0.066472	0.986391	0.066728	1.001869	-2.051012	-0.088707	-0.486263	-0.144204	1.931614	-0.071081	0.045858	-0.128430	-0.608434	-0.144534	0.476591	0.046387	0.046675	-1.075310	-8.066176	0.182590	5.572035	-0.047438	-0.079642	-1.023396	0.180358	0.880926	3.038222	-0.098530	0.066066
